Contig	Pos	SNP	Allele1	Allele2	ChrPos	JekyllIs_MAF	D2Gen5_106	D2Gen5_1153	D2Gen5_1155	D2Gen5_1157	D2Gen5_1158	D2Gen5_1161	D2Gen5_1162	D2Gen5_1165	D2Gen5_1437	D2Gen5_1522	D2Gen5_1523	D2Gen5_1524	D2Gen5_1525	D2Gen5_1527	D2Gen5_1528	D2Gen5_209	D2Gen5_212	D2Gen5_213	D2Gen5_505	D2Gen5_506	D2Gen5_507	D2Gen5_508	D2Gen5_512	D2Gen5_513	D2Gen5_514	D2Gen5_515	D2Gen5_516	D2Gen5_518	D2Gen5_519	D2Gen5_520	D2Gen5_521	D2Gen5_522	D2Gen5_523	D2Gen5_524	D2Gen5_525	D2Gen5_526	D2Gen5_527	D2Gen5_529	D2Gen5_530	D2Gen5_532	D2Gen5_534	D2Gen5_537	D2Gen5_540	D2Gen5_541	D2Gen5_545	D2Gen5_547	D2Gen5_548	D2Gen5_549	D2Gen5_550	D2Gen5_551
comp59702_c0_seq2	471	comp59702_c0_seq2_471	2	3	584282	0.999997	1.941178	0.997996	NA	NA	1.666492	NA	1.001592	NA	NA	NA	0.199997	0.333508	1.01501	NA	0.200057	0.334213	1.941178	NA	NA	0.333508	0.111109	NA	1.001264	NA	NA	NA	1.666492	NA	0.199997	NA	0.333773	0.199997	NA	NA	0.866961	0.333508	NA	0.333508	NA	0.058822	NA	1.666492	1.006326	0.199997	0.199997	1.001264	NA	1.888891	1.800003	0.333508
comp59702_c0_seq2	499	comp59702_c0_seq2_499	1	0	584310	0.999997	1.800003	1.000014	NA	NA	1.800003	NA	1	NA	NA	NA	0.199997	0.33509	1	NA	0.333553	0.333553	1.888891	NA	1.66639	0.333508	0.111109	NA	1.000957	1.666492	NA	NA	1	NA	0.199997	NA	0.333508	0.111109	NA	NA	1	0.333508	NA	0.200003	NA	0.111109	NA	1.666492	1.002004	0.199997	0.333508	1.001266	NA	1.969698	1.799988	NA
comp59702_c0_seq2	531	comp59702_c0_seq2_531	0	2	584342	0.980003	1.800003	1	NA	NA	0.998735	NA	0.335095	NA	1.666492	0.33473	0.333508	0.199999	1	0.333508	0.334213	0.199997	1.888891	1.666492	1.666492	0.333553	0.997471	0.33473	0.998735	1.666492	NA	NA	0.998734	0.333773	0.33509	NA	0.199997	0.015384	NA	NA	0.998735	0.199997	NA	0.111109	0.333508	0.111109	1.800003	1.001265	1.001265	0.111109	1	0.996826	0.333508	1.941178	1.001265	0.333508
comp59702_c0_seq2	549	comp59702_c0_seq2_549	3	2	584360	0.851434	1.800003	1	NA	NA	1.000465	NA	1	NA	1.665557	0.333508	0.333508	0.199999	0.998735	0.33361	0.199997	0.199997	1.800003	1.666492	1.666492	0.333508	0.998773	0.33473	0.199997	1.666492	NA	NA	0.998734	0.360781	1.000957	NA	0.199997	0.015384	NA	NA	0.998735	0.333508	NA	0.111109	0.333508	0.111109	1.800001	1	1.001264	0.199997	1	0.199997	0.333508	1.888891	0.999371	0.336838
comp59702_c0_seq2	943	comp59702_c0_seq2_943	1	0	584754	0.987646	1.799909	NA	NA	0.200091	0.991099	0.337743	1.659687	0.337743	NA	NA	NA	NA	NA	NA	0.200091	1.047563	1.969698	0.337743	NA	0.337743	1.074721	1.000001	1.662257	1.799965	0.340313	0.33509	0.337743	0.999537	0.991099	0.111108	1.012186	0.200091	NA	0.340313	NA	NA	1.008901	NA	NA	0.337743	0.340313	0.337743	NA	0.200021	0.991099	1	NA	1.88889	0.337743	0.200091
comp59702_c0_seq2	1060	comp59702_c0_seq2_1060	1	2	584871	0.972213	1.888891	0.96926	0.111109	0.340313	1.001247	0.33361	1.799945	0.976092	1.666492	0.33509	0.33361	0.111108	1.800003	NA	0.20006	0.33509	1.659687	0.111108	0.33361	0.200017	0.33509	0.998751	NA	NA	0.337743	0.200012	1.666492	NA	1.66491	0.199997	1.005662	NA	1.00008	0.199997	NA	NA	NA	NA	NA	0.199997	1.001591	NA	NA	NA	0.367743	0.199997	1.659687	1.800003	1.66491	0.199999
comp59702_c0_seq2	1276	comp59702_c0_seq2_1276	3	1	585087	0.975974	1.800003	NA	0.111109	0.199997	1.030745	0.333508	0.33509	NA	0.340313	NA	NA	0.199997	0.030302	0.33509	0.111109	1.800001	1.799855	1.800001	1.659687	0.200001	0.336118	1.941178	1.888891	NA	0.111109	0.333508	1.01825	NA	1.024673	0.058822	0.337743	0.337743	NA	0.111114	0.111109	NA	0.340313	0.340313	NA	0.340313	1.023908	1.800003	1.001265	NA	NA	1.023908	0.333508	1.800003	0.200004	0.200033
comp59702_c0_seq2	1369	comp59702_c0_seq2_1369	0	1	585180	0.999997	1.941178	1.659687	0.333508	0.200026	NA	NA	NA	NA	NA	0.333508	NA	0.333508	0.333508	NA	NA	1.023908	1.800001	0.333508	0.33361	NA	NA	1.66491	1.047751	1.66639	NA	NA	NA	1.800003	1.799988	0.200012	0.200001	0.111109	NA	NA	0.99065	0.340313	NA	NA	0.111109	0.340313	0.111109	0.333508	1.66491	0.199999	1.66491	NA	0.33509	1.941178	0.975338	0.111109
comp59702_c0_seq2	1618	comp59702_c0_seq2_1618	2	0	585429	0.039086	0.333508	1.659687	1.659687	1.662257	0.199997	0.340313	0.333508	1.665272	0.836336	1.800001	NA	1.969698	1.084012	NA	1.888891	0.969254	0.199997	1.66491	1.659687	NA	0.333508	NA	1.000066	NA	NA	1.66639	NA	0.058822	NA	1.659687	0.333508	1.800003	0.340313	NA	1.666492	NA	NA	1.66639	1.659687	NA	0.200008	NA	1.659687	1.800001	0.200145	0.333508	0.111109	0.340313	NA	1.799789
comp59702_c0_seq2	2221	comp59702_c0_seq2_2221	1	3	586032	0.597925	1.799981	0.333508	0.333773	NA	0.337743	NA	0.111109	NA	0.336118	NA	0.333888	NA	NA	NA	0.200001	1.799303	NA	NA	NA	0.387218	NA	0.199999	NA	1.666317	NA	NA	1.666492	1.666492	NA	0.333508	NA	0.333508	NA	NA	NA	NA	0.333888	NA	0.111109	NA	NA	0.333508	NA	NA	NA	NA	0.333508	NA	1	0.199997
comp59702_c0_seq2	2260	comp59702_c0_seq2_2260	3	1	586071	0.959239	1.800003	0.333508	0.333508	NA	NA	NA	0.199997	NA	NA	0.333508	0.33361	NA	0.333508	NA	0.333508	1.666492	NA	NA	NA	NA	0.333508	0.336838	NA	1.666317	0.333508	NA	NA	1.666492	NA	0.333508	1.800003	NA	NA	NA	1.666492	NA	NA	0.340313	0.111109	NA	NA	0.333508	NA	NA	NA	0.333683	0.333508	NA	0.199997	0.333508
comp59702_c0_seq2	2263	comp59702_c0_seq2_2263	3	1	586074	0.961827	1.800003	0.333683	0.333508	NA	NA	NA	0.199997	NA	NA	0.333508	0.33361	NA	0.333508	NA	0.333683	1.800001	NA	NA	NA	NA	0.333508	NA	NA	1.665967	0.333508	NA	NA	1.665787	NA	0.333508	1.800003	NA	NA	NA	1.666492	NA	NA	0.333508	0.199999	NA	NA	0.333773	NA	NA	NA	0.334213	0.333508	NA	0.199997	0.333508
comp59702_c0_seq2	2278	comp59702_c0_seq2_2278	3	1	586089	0.963491	1.800003	0.333508	0.333508	NA	NA	NA	0.199997	NA	NA	0.333508	NA	NA	0.333508	NA	0.333683	1.800003	NA	NA	NA	NA	0.333508	NA	NA	1.665787	0.333508	NA	1.666112	1.666492	NA	0.333508	1.888891	NA	NA	0.333508	1.66639	NA	NA	0.334031	0.199997	NA	NA	0.333508	NA	NA	NA	0.199997	0.333508	NA	0.199997	0.199999
comp59702_c0_seq2	2280	comp59702_c0_seq2_2280	2	3	586091	0.95764	1.799994	0.33361	0.333508	NA	NA	NA	0.199997	NA	NA	0.333508	NA	NA	0.333508	NA	0.376421	1.800003	NA	NA	NA	NA	0.333508	NA	NA	1.666227	0.333508	NA	1.666492	1.666492	NA	0.333508	1.888891	NA	NA	0.333508	1.666492	NA	NA	0.333508	0.199997	NA	NA	0.333508	NA	NA	NA	0.199997	0.333508	NA	0.199997	0.20001
comp59702_c0_seq2	2344	comp59702_c0_seq2_2344	3	1	586155	0.967442	1.797737	NA	0.199997	0.333888	1.666492	NA	0.199997	0.333508	NA	0.333508	NA	0.199997	0.199997	NA	0.199997	1	NA	NA	NA	NA	1	NA	1.134382	1.800003	NA	NA	1.666447	0.998743	0.333508	0.058822	1.800003	NA	NA	NA	NA	NA	0.333508	NA	NA	0.333508	0.333508	NA	NA	NA	NA	0.199997	NA	NA	NA	NA
comp59702_c0_seq2	2854	comp59702_c0_seq2_2854	1	2	586665	0.976278	1.941178	NA	0.333508	NA	0.333508	NA	0.199997	1.800001	NA	NA	NA	0.333508	0.33361	NA	0.111109	1.888891	1.666492	0.998805	1.800003	0.333508	1.666492	1.66639	1.666492	1.800003	NA	NA	1.000007	1.666492	0.199999	0.333508	1.800003	0.333508	1.800003	0.199997	NA	NA	1.665272	NA	NA	0.199997	1.001367	0.199997	1.666492	0.333508	0.333553	1.623577	0.199997	1.800003	0.333508	0.333683
comp59702_c0_seq2	3212	comp59702_c0_seq2_3212	3	1	587023	0.955199	1.888891	0.997471	0.111109	NA	0.998805	0.058822	0.333508	1.800003	0.997471	NA	0.058822	NA	NA	0.199997	0.058822	1	NA	0.999999	0.333508	0.199997	1.665272	1.001266	1.234291	1.888891	0.199997	0.333508	1.000022	1.666492	0.997471	0.333508	0.333508	0.111109	1.666492	0.199997	0.367743	0.199997	0.333508	0.333508	0.720971	NA	0.999045	1.666492	1.001266	0.199997	0.338881	NA	0.333508	1.800003	0.998736	0.199997
comp59702_c0_seq2	3236	comp59702_c0_seq2_3236	0	2	587047	0.999997	1.800003	0.997471	0.199997	NA	1.001253	0.058822	0.333508	1.800003	0.996	NA	0.199997	0.333508	1.000164	0.199997	0.030302	0.998734	NA	1	NA	0.199999	1.666492	1.000001	1.888891	1.888891	0.333508	0.334213	1.000011	1.663162	0.997471	0.333508	NA	0.199997	1.666447	0.333508	0.333683	0.199997	0.333508	0.333508	0.111109	NA	0.998739	NA	1.002529	0.111109	0.367743	NA	0.333508	1.799997	0.998735	0.111109
comp59702_c0_seq2	3364	comp59702_c0_seq2_3364	1	3	587175	0.238932	0.199997	0.199997	0.333508	NA	0.33361	NA	0.199997	0.333508	0.058822	NA	0.333508	0.199999	0.333508	NA	0.058822	0.333508	NA	0.333508	0.111109	0.111109	1	0.199997	0.111109	0.030302	0.333508	0.333508	0.030302	1.800003	0.111109	0.199997	0.33361	0.058822	NA	0.030302	0.333508	0.058822	0.33473	0.333508	0.199997	0.333508	NA	0.199997	0.199997	0.333508	0.199997	0.199997	NA	NA	0.199997	0.030302
comp59702_c0_seq2	3381	comp59702_c0_seq2_3381	3	1	587192	0.81865	1.800003	1.000001	0.333553	NA	1.888891	NA	0.199997	0.333508	1.000001	NA	0.333508	0.199997	0.333508	NA	0.111109	0.111109	0.199997	1.666447	0.997471	0.111109	0.199997	0.998734	1.001264	1.969698	0.333508	0.333508	1.000001	1.000001	0.99963	0.199997	0.333508	0.058822	NA	0.030302	0.333508	0.111109	1.666492	0.333508	0.199997	0.333508	0.199997	1	0.111109	NA	0.199999	0.333508	NA	0.333508	1.045297	0.030302
comp59702_c0_seq2	3594	comp59702_c0_seq2_3594	1	3	587405	0.011108	0.058822	0.99672	1.666492	1.666227	0.999999	1.800003	NA	0.199997	0.111109	1.800003	1.941178	1.623577	0.333508	NA	1.666492	0.997471	0.111109	NA	1.66639	1.666492	0.111109	1.16372	0.333508	0.333508	1.666492	1.800001	0.199999	0.199997	1.000004	NA	NA	1.888891	0.999045	NA	1.800003	1.666492	NA	1.666447	1.888891	1.66491	1	1.666492	1.665787	NA	1.000001	1.649242	0.199997	0.333508	0.333773	1.984616
comp59702_c0_seq2	3655	comp59702_c0_seq2_3655	2	0	587466	0.132352	0.199997	0.998734	1.799992	1.800003	0.998734	1.888891	1.66639	0.058822	0.333508	1.002529	1.941178	1.666492	0.333773	NA	1.800001	1.666492	0.199997	NA	NA	1.666492	0.111109	1.018972	NA	0.199997	1.666492	1.800003	NA	0.199997	0.999835	1.666492	NA	1.800003	1.001265	NA	1.66639	NA	NA	1.632257	NA	1.666492	0.803168	NA	NA	NA	NA	NA	0.334213	NA	1.666492	1.000633
comp59702_c0_seq2	3764	comp59702_c0_seq2_3764	0	1	587575	0.422079	0.333508	1.000003	1.799956	1.888891	0.999941	1.001266	NA	1.000196	NA	0.333508	1.666492	1.666492	0.333888	1.800003	NA	NA	0.333553	1	1.666492	1.666317	0.199997	1	NA	NA	1.941178	NA	0.333508	0.333508	0.33361	NA	1.666447	1.800003	0.058822	1.800003	NA	1.800003	0.199997	1.800003	1.800003	NA	1	NA	0.333508	1.666492	1.666492	0.333553	NA	NA	1.007276	NA
comp59702_c0_seq2	3782	comp59702_c0_seq2_3782	0	3	587593	0.999998	1.800003	0.999951	0.199997	0.111109	1.0004	0.111109	1.665787	0.998734	NA	0.333508	0.333508	0.333508	NA	0.199997	NA	NA	1.66639	0.999836	0.333508	0.333508	1.800001	1	NA	NA	0.111109	NA	0.333508	0.199997	0.333508	NA	0.33361	0.199997	0.058822	0.340313	NA	0.199997	1.800003	0.199997	0.199997	NA	1	NA	1.666492	0.333508	0.333508	1.666492	NA	NA	0.910368	NA
comp59702_c0_seq2	3795	comp59702_c0_seq2_3795	1	3	587606	5e-06	0.199997	1.001266	1.79996	1.800003	0.999929	1	0.333508	1	NA	0.333508	1.666492	NA	NA	1.800003	NA	NA	0.334213	1	1.666492	1.666492	0.199999	1	NA	NA	1.888891	NA	0.333683	0.199997	0.333508	NA	1.666492	1.800003	0.111109	1.666492	NA	1.666492	0.333508	1.800003	1.800003	NA	1	NA	1.000629	1.666492	1.666492	0.333553	NA	NA	1.134382	NA
comp59702_c0_seq2	4041	comp59702_c0_seq2_4041	1	3	587852	0.72857	NA	NA	0.333683	0.333508	0.367743	0.111109	0.333508	0.200001	0.333683	NA	NA	0.199997	0.199997	0.367743	NA	0.33361	1.888891	NA	NA	0.33509	0.333508	NA	0.33509	1.888891	0.111109	NA	1.01501	NA	0.333508	0.333508	NA	0.199997	NA	NA	NA	NA	NA	0.803169	NA	0.33361	1.002001	NA	0.333508	NA	NA	0.333508	0.333508	1.888891	NA	0.199997
comp59702_c0_seq2	4077	comp59702_c0_seq2_4077	0	2	587888	0.975171	NA	NA	0.333553	NA	0.360781	0.058822	0.333508	0.200008	NA	NA	NA	NA	0.200001	NA	NA	0.33361	1.666447	NA	0.33361	0.33509	0.200044	NA	0.33509	1.799981	0.058822	NA	1.01501	NA	0.333508	0.333508	NA	0.199997	1.000001	NA	0.33509	0.340313	NA	0.111109	NA	0.33361	1.002005	NA	0.333508	NA	NA	0.333508	0.333508	1.888891	0.333508	0.333508
comp59702_c0_seq2	4398	comp59702_c0_seq2_4398	3	1	588209	0.978407	1.666227	1.163843	NA	0.333508	1.800003	NA	0.199997	NA	NA	NA	0.333773	0.058822	0.199997	0.058822	0.333508	0.999998	1.800003	0.333508	NA	0.199997	0.333508	1.000002	1.666492	1.666492	0.333508	0.33361	1.666492	0.997471	1	0.333508	1.006326	0.33361	0.333508	0.334213	NA	NA	1.666112	NA	0.111109	NA	NA	NA	0.333508	0.333508	1	NA	1.666492	1.800003	0.997097	NA
CLC_WS40_contig_17984_consensus	193	CLC_WS40_contig_17984_consensus_193	1	3	632134	0.977574	1.66639	0.333508	0.333508	0.333508	0.333508	0.333508	1.666492	0.333508	NA	0.333508	0.333508	0.333508	1.666492	0.333773	0.058822	0.333508	1.666492	1.663162	NA	0.333553	0.333508	NA	1.666227	NA	NA	0.199997	0.333508	0.333508	0.199997	0.199997	0.199997	NA	NA	0.333508	1.66639	0.33361	1.800003	0.333508	NA	NA	NA	0.333508	1.666492	0.199997	NA	NA	0.333508	1.666492	0.333683	0.333508
CLC_WS40_contig_17984_consensus	314	CLC_WS40_contig_17984_consensus_314	3	1	632255	0.041624	0.199997	NA	NA	1.663162	0.998736	1.666492	1	0.199997	0.333553	1.666492	1.666492	1.969698	NA	NA	NA	NA	0.33361	1.666447	NA	NA	0.333553	1.666447	1	0.199997	1.666492	1.888891	NA	0.333553	1.002004	NA	1.666492	1.66639	NA	1.666492	0.335545	1.666492	NA	1.888891	NA	NA	NA	0.333508	0.333508	1.800003	0.333508	NA	1	0.199997	0.333508	1.800003
CLC_WS40_contig_17984_consensus	769	CLC_WS40_contig_17984_consensus_769	1	0	632710	0.462164	0.340313	NA	NA	1.666492	NA	0.33473	0.333508	1.888891	0.333508	1.800001	NA	1.888891	1.666492	1.666492	1.666492	1.001257	0.199997	NA	NA	1.800001	0.199997	NA	1.800003	0.33361	NA	1.666227	1.666492	0.111109	NA	1.662257	1.659687	NA	0.340313	1.888891	NA	1.800003	0.334213	NA	1.888891	NA	NA	0.199997	0.199999	1.799997	0.333508	NA	1.799855	0.334213	1.888891	NA
CLC_WS40_contig_17984_consensus	783	CLC_WS40_contig_17984_consensus_783	1	2	632724	0.345196	0.340313	NA	NA	1.666492	NA	1.666447	0.33361	1.88889	0.333773	1.800001	NA	1.888891	1.66639	1.66639	1.666492	1.001251	0.199997	NA	NA	1.800001	0.199997	NA	1.047764	0.33361	NA	1.666492	NA	1.030642	NA	1.662257	1.659687	NA	0.340313	1.799999	NA	NA	0.342112	1.662257	1.799999	NA	NA	0.199997	0.111109	1.800003	0.333508	NA	1.799855	0.376421	1.888891	NA
CLC_WS40_contig_17984_consensus	837	CLC_WS40_contig_17984_consensus_837	3	1	632778	0.92589	1.800003	1.011675	0.200071	0.337743	0.337743	0.333508	1.023538	0.976462	NA	0.199999	NA	0.333683	NA	0.333553	0.199999	1.666492	1.661119	NA	1.666227	NA	NA	1.888891	1.663162	NA	0.33509	0.333508	1.632257	1.800003	NA	0.058822	NA	0.111109	1.666492	0.333508	NA	NA	0.376421	0.367743	0.058822	0.333773	NA	1.799992	1.800003	0.199999	0.333508	NA	1.800003	1.800003	1.659687	0.015384
CLC_WS40_contig_17984_consensus	972	CLC_WS40_contig_17984_consensus_972	0	3	632913	0.999997	1.888891	1.048124	0.333508	0.199999	0.952252	0.333508	0.199999	1.001258	0.976092	0.33509	0.33509	0.333508	NA	0.058822	0.199999	0.995999	1.799997	NA	1.666492	0.340313	0.340313	1.666492	1.799999	1.941178	0.33509	0.333773	0.058822	NA	1.000001	0.199997	0.99963	0.200001	NA	0.200021	0.340313	0.111109	NA	0.333683	0.200012	0.111108	1.799996	1.659687	0.340313	0.340313	1.800003	NA	1	1.662257	0.200021	0.199999
CLC_WS40_contig_17984_consensus	1107	CLC_WS40_contig_17984_consensus_1107	2	0	633048	0.999997	1.88889	0.999923	0.33473	NA	1.659687	0.111108	1.659687	0.335545	1.799855	0.20001	NA	0.199997	1.000957	NA	0.111109	NA	1.88889	0.952245	NA	0.111109	0.33361	1.800003	0.987508	1.800001	0.199999	NA	0.999798	0.200026	0.33509	NA	1.800001	0.340313	0.99434	0.333553	NA	0.333508	NA	0.200001	0.33361	0.333553	1.799967	NA	1.663882	0.058822	1.0125	1.659687	0.987501	1.799996	1.800003	0.111109
CLC_WS40_contig_17984_consensus	1534	CLC_WS40_contig_17984_consensus_1534	3	1	633475	0.999992	1.941178	1.001258	0.111109	0.199999	1.666492	0.333773	NA	0.988162	0.98754	NA	0.33509	0.111109	1.659687	0.333508	0.337743	0.199999	1.799965	0.111109	1.632257	0.340313	0.340313	1.612782	0.998918	1.659687	0.111109	0.338881	1.666492	1.659687	1.800001	NA	0.333508	0.20006	1	0.199999	NA	NA	1.632257	0.200001	0.367743	0.33361	0.333508	0.199997	0.199997	0.337743	0.199997	1.661119	0.33361	1.800003	NA	0.333553
CLC_WS40_contig_17984_consensus	1762	CLC_WS40_contig_17984_consensus_1762	3	1	633703	0.908307	1.800003	1.001265	0.199997	0.376421	1.800003	0.333508	1	NA	1.66639	0.333508	0.199999	0.199997	1.666492	0.199997	0.199997	0.961635	1.666492	1.001266	0.333508	0.333508	1.666492	1.666447	0.998733	1.666492	0.33361	0.199997	NA	0.199997	0.333508	0.333508	0.111109	0.199997	0.333888	0.111109	NA	0.200006	1.665787	0.111109	NA	0.333508	1.002483	1	NA	NA	1.666492	NA	0.333553	1.969698	0.333553	0.199997
CLC_WS40_contig_17984_consensus	1826	CLC_WS40_contig_17984_consensus_1826	3	1	633767	0.999997	1.888891	1.888891	0.199997	NA	1.001195	NA	0.333508	0.334213	0.333508	NA	0.333508	0.111109	1.001367	0.333508	0.199997	0.333508	1.800001	1.002529	0.333683	0.333508	0.333508	1.800003	1.002529	1.800001	0.33361	0.199997	NA	1.666492	NA	NA	0.199997	0.333683	0.333508	0.058822	NA	0.199997	NA	0.111109	NA	NA	NA	NA	NA	NA	1.666492	1.666492	0.997468	1.000003	0.333508	0.333508
CLC_WS40_contig_17984_consensus	1837	CLC_WS40_contig_17984_consensus_1837	0	2	633778	0.999995	1.800003	1.800003	0.199997	NA	1.009958	0.333773	1.66639	0.333773	0.333508	0.376421	NA	0.111109	1.666112	0.333773	0.199997	1.666112	1.666492	1.001259	0.336838	0.333508	1.663162	1.666492	1.002529	1.666492	0.33361	0.199997	1.666227	1.666492	NA	NA	0.199997	0.334213	0.333683	0.199997	NA	0.333508	NA	0.200505	NA	NA	NA	NA	0.333508	NA	1.666492	1.666492	0.367743	1.800003	0.33473	0.333508
CLC_WS40_contig_17984_consensus	1892	CLC_WS40_contig_17984_consensus_1892	3	0	633833	0.999996	1.66491	1	NA	NA	0.199997	0.199999	NA	0.333508	0.333553	0.33473	NA	0.015384	0.992724	0.333508	0.333508	1	1.666492	NA	0.333508	0.333508	NA	1.000957	1.666112	1.888891	0.333508	0.367743	1.08963	0.997471	0.333508	NA	0.199997	0.333553	NA	0.199997	NA	0.333508	NA	0.333508	NA	NA	NA	NA	0.199997	NA	NA	1.800003	1.666492	1.888891	0.111109	0.333508
CLC_WS40_contig_17984_consensus	2031	CLC_WS40_contig_17984_consensus_2031	3	1	633972	0.980336	1.800003	0.999997	0.199997	NA	1.800003	0.199997	NA	NA	NA	0.333553	NA	0.199997	0.333508	NA	0.333508	0.910368	1.666492	1.666492	1	0.199997	NA	0.99963	0.199997	1.800003	NA	NA	1.800003	0.333508	0.199997	NA	1	0.333508	0.199997	0.199997	NA	NA	NA	0.111109	0.200004	0.333508	1	0.333508	0.199997	NA	0.333508	NA	0.367743	1.800003	1.666492	0.200006
CLC_WS40_contig_17984_consensus	2112	CLC_WS40_contig_17984_consensus_2112	3	2	634053	0.999995	NA	0.199999	0.333508	NA	0.333508	NA	1.666492	1.088275	1.110083	NA	0.333888	0.111109	0.333508	0.333553	NA	0.999999	1.800003	NA	1.666492	0.058822	0.333508	1.001265	1.632257	1.666492	0.111109	0.333683	0.20001	1.110083	1.000001	0.199997	1	0.333508	0.199997	NA	1.666492	0.199997	0.333508	NA	0.199997	0.333508	1.666492	0.199997	NA	0.33361	0.333508	1.666492	1.666492	1.800003	NA	0.030302
CLC_WS40_contig_17984_consensus	2137	CLC_WS40_contig_17984_consensus_2137	0	1	634078	0.900035	NA	0.199997	0.333773	0.333508	0.998798	NA	1.666492	1	1.01501	NA	0.333508	0.058822	0.333508	0.333508	NA	0.999999	1.800003	0.333508	1.666492	0.111109	0.333508	1.009957	1.666492	1.666492	0.058822	0.199997	1	1.003992	1	0.200033	1.666492	0.333508	0.199997	NA	1.666492	0.200004	0.333553	NA	0.333508	0.333508	1.001265	0.199997	NA	0.333508	1	1.666492	1.666492	1.800003	NA	0.030302
CLC_WS40_contig_17984_consensus	2438	CLC_WS40_contig_17984_consensus_2438	0	3	634379	2e-06	0.333508	1.002529	1.666492	1.666492	1.000164	1.666492	NA	0.997471	NA	1.800003	1.665272	1.888891	1.666492	1.941178	1.799997	0.199997	NA	NA	NA	1.666492	0.111109	0.333508	0.199997	0.333508	1.799992	NA	1	0.333508	NA	NA	1.888891	1.666492	0.333508	1.665272	NA	1.666492	NA	NA	1.666492	1.666492	0.333508	NA	NA	1.666492	0.333888	0.333553	1.666227	NA	0.99994	1.665272
CLC_WS40_contig_17984_consensus	2728	CLC_WS40_contig_17984_consensus_2728	3	2	634669	0.999996	1.969698	0.111109	0.111109	0.199997	0.111109	0.333508	NA	1.666492	1.666492	0.333508	0.333508	NA	NA	0.199997	0.333553	0.996009	NA	1.800003	1.666492	0.333508	1.002532	NA	0.98035	1.666492	NA	0.200019	NA	0.999982	0.996008	NA	1.666447	0.199997	NA	NA	0.33473	0.200004	NA	NA	0.333508	0.111109	NA	NA	1.663162	0.199997	1	NA	NA	NA	0.199997	0.058822
CLC_WS40_contig_17984_consensus	2792	CLC_WS40_contig_17984_consensus_2792	3	0	634733	0.999997	1.969698	1	0.200004	NA	0.999673	NA	NA	1.800003	1.666492	0.199997	0.333508	0.333508	NA	0.333773	0.111109	1.001264	NA	1.66639	1.800001	0.333773	0.99963	NA	0.111109	1.666492	NA	0.333508	NA	1	0.993674	0.360781	1	0.199997	1.666227	NA	0.333508	0.333508	NA	NA	0.199997	0.199997	1.666227	NA	NA	0.333508	1	0.199997	NA	NA	1.000164	0.058822
CLC_WS40_contig_17984_consensus	2821	CLC_WS40_contig_17984_consensus_2821	2	0	634762	0.999999	1.941178	1.000009	0.199997	NA	1	0.333508	NA	1.666492	NA	0.333508	NA	0.199997	NA	0.199997	0.111109	1.001592	1.666492	1.666227	1.800003	0.199999	0.199997	NA	0.967678	NA	NA	0.33361	1.666492	1.000002	0.199997	0.333553	1.002536	0.058822	1.666492	NA	0.333508	0.333553	NA	NA	0.199997	0.333508	1.666492	1.623577	0.333508	NA	1.666492	0.199997	NA	NA	1.666492	0.199997
CLC_WS40_contig_17984_consensus	2917	CLC_WS40_contig_17984_consensus_2917	3	1	634858	0.999996	1.888891	1.003159	0.199997	NA	1.666447	0.33473	NA	1.666492	NA	0.333508	NA	0.199997	1.666492	0.376421	0.333508	1.941178	1.666492	0.333553	NA	0.199997	0.199997	NA	1.002529	NA	NA	0.199997	1.666492	1.666492	0.333508	NA	1.666492	0.199997	0.998633	0.334031	NA	0.200003	NA	0.333508	NA	NA	NA	0.998734	0.333508	0.199997	NA	NA	NA	1.800001	NA	NA
CLC_WS40_contig_17984_consensus	2976	CLC_WS40_contig_17984_consensus_2976	3	0	634917	0.019717	0.030302	0.998805	1.800003	NA	1.001265	1.800003	NA	0.199997	NA	1.800001	NA	1.800003	1.666492	1.666492	NA	0.111109	NA	0.333508	0.333508	NA	0.199997	0.333508	1.001264	NA	NA	1.666492	1.800003	0.33361	1.666492	1.800003	0.333508	NA	0.333508	1.666227	1.666492	1.888891	NA	1.666492	NA	1.800003	NA	NA	1.666492	1.666492	NA	NA	0.199997	0.199999	NA	1.799988
CLC_WS40_contig_17984_consensus	3198	CLC_WS40_contig_17984_consensus_3198	0	2	635139	0.979956	1.800003	1.800003	0.199997	NA	0.33361	NA	1.666492	0.200015	1.664455	NA	0.111109	0.199997	1	NA	0.058822	1.666227	1.88889	NA	1.800003	0.333508	0.990041	0.999836	0.999956	1.888891	0.333508	0.333553	0.333508	1.233965	0.333553	0.199997	1.001592	0.333508	0.998735	0.111109	1	0.333508	NA	0.336838	0.199997	0.333683	NA	NA	NA	0.333888	NA	0.333888	1.800003	1.941178	0.333508	0.058822
CLC_WS40_contig_17984_consensus	3451	CLC_WS40_contig_17984_consensus_3451	1	3	635392	0.939323	0.333508	0.333508	0.333508	1.66639	0.333508	NA	NA	1.800001	0.367743	NA	0.333508	0.058822	1.666492	NA	0.111109	0.333553	NA	0.333508	1.666492	NA	0.333508	0.333508	0.20001	0.333508	NA	0.333508	1	0.333508	NA	0.199997	1.666492	0.333508	0.333508	0.199997	1.666492	0.336118	NA	NA	NA	0.33361	0.33509	0.333553	NA	0.199997	NA	NA	0.199997	1.888891	0.333553	0.333508
